model_type,mesh_path,original_vertices,original_file_size,bpv,ratio_vertex,ratio_file_full,ratio_latent_only,p2s_dist,enc_time,dec_time
autoencoder,laptop/test/laptop_0158.obj,252,28722,65.01587301587301,0.4921875,4.378353658536585,14.0244140625,0.12110901678662722,0.17359647599994332,0.43020461499997964
autoencoder,laptop/test/laptop_0159.obj,252,28671,65.01587301587301,0.4921875,4.3946965052115265,13.99951171875,0.09832090201856622,0.14093387600007645,0.4501658279999674
autoencoder,laptop/test/laptop_0160.obj,252,28686,65.01587301587301,0.4921875,4.36488131466829,14.0068359375,0.11396907464576056,0.6158842410000034,0.5346302039999955
autoencoder,laptop/test/laptop_0161.obj,252,28686,65.01587301587301,0.4921875,4.36488131466829,14.0068359375,0.11890302870758679,0.2015669689999413,0.5041559029999689
autoencoder,laptop/test/laptop_0162.obj,252,28624,65.01587301587301,0.4921875,4.363414634146341,13.9765625,0.12552208146172772,0.25335268100002395,0.49048295600005076
autoencoder,laptop/test/laptop_0163.obj,252,28598,65.01587301587301,0.4921875,4.367440439828956,13.9638671875,0.11017022254369108,0.12192581499994048,0.3057169950000116
autoencoder,laptop/test/laptop_0164.obj,252,28673,65.01587301587301,0.4921875,4.395003065603924,14.00048828125,0.1292412894750628,0.11144637799998236,0.3363912680000567
autoencoder,laptop/test/laptop_0165.obj,252,28697,65.01587301587301,0.4921875,4.37454268292683,14.01220703125,0.11294652684851511,0.2063740249999455,0.5136943160000556
autoencoder,laptop/test/laptop_0166.obj,252,28714,65.01587301587301,0.4921875,4.377134146341463,14.0205078125,0.21396387228117505,0.11678052100000968,0.4570740270000897
autoencoder,laptop/test/laptop_0167.obj,252,28673,65.01587301587301,0.4921875,4.378894318875993,14.00048828125,0.13352402415935094,0.09801188500000535,0.4473665229999142
autoencoder,laptop/test/laptop_0168.obj,252,28741,65.01587301587301,0.4921875,4.373250152160682,14.03369140625,0.19553951865124608,0.2022088490000442,0.9390407100000857
autoencoder,laptop/test/laptop_0169.obj,252,28615,65.01587301587301,0.4921875,4.3941953316953315,13.97216796875,0.19496456774960663,0.20533052600001156,0.9701027319999866
autoencoder,mantel/test/mantel_0285.obj,252,28780,65.01587301587301,0.4921875,4.395235186316432,14.052734375,0.09294208969420277,0.21558293299995057,0.6159719109999742
autoencoder,mantel/test/mantel_0286.obj,252,28705,65.01587301587301,0.4921875,4.367772367620207,14.01611328125,0.0749769964874415,0.41466809499991086,0.3424809619999678
autoencoder,mantel/test/mantel_0287.obj,248,28405,66.06451612903226,0.484375,4.361947174447175,13.86962890625,0.07642378634661204,0.11374440499992033,0.387340107
autoencoder,mantel/test/mantel_0288.obj,252,28677,65.01587301587301,0.4921875,4.379505192425168,14.00244140625,0.0892771580389259,0.20967566699994222,0.45987590899994757
autoencoder,mantel/test/mantel_0289.obj,248,28407,66.06451612903226,0.484375,4.3622542997543,13.87060546875,0.0733848690697571,0.1266300060000276,0.9615255669999669
autoencoder,mantel/test/mantel_0290.obj,252,28699,65.01587301587301,0.4921875,4.382864996945632,14.01318359375,0.10502440543623423,0.0995432700000265,0.3690233749999834
autoencoder,mantel/test/mantel_0291.obj,252,28698,65.01587301587301,0.4921875,4.382712278558339,14.0126953125,0.10059062929412083,0.11506254799996896,0.3668208340000092
autoencoder,mantel/test/mantel_0292.obj,252,28762,65.01587301587301,0.4921875,4.392486255345143,14.0439453125,0.16772189004331417,0.14668726399997922,0.39812554500008446
autoencoder,mantel/test/mantel_0293.obj,252,28750,65.01587301587301,0.4921875,4.382621951219512,14.0380859375,0.09168667417282281,0.15717993900000238,0.7637234310000167
autoencoder,mantel/test/mantel_0294.obj,252,28780,65.01587301587301,0.4921875,4.395235186316432,14.052734375,0.08631329024033296,0.23703661299998657,0.5648596439999665
autoencoder,mantel/test/mantel_0295.obj,252,28751,65.01587301587301,0.4921875,4.398867809057528,14.03857421875,0.07945859824168511,0.15189232000000175,0.3899973929999305
autoencoder,mantel/test/mantel_0296.obj,252,28733,65.01587301587301,0.4921875,4.396113831089352,14.02978515625,0.0724196509536418,0.28643138699999326,0.608096061000083
autoencoder,mantel/test/mantel_0297.obj,252,28735,65.01587301587301,0.4921875,4.3964198286413705,14.03076171875,0.0703543007980432,0.20215055300002405,0.7831015259999958
autoencoder,mantel/test/mantel_0298.obj,248,28449,66.06451612903226,0.484375,4.360668301655426,13.89111328125,0.0693147698289114,0.13002447899998515,0.9152330000000575
autoencoder,mantel/test/mantel_0299.obj,248,28413,66.06451612903226,0.484375,4.363175675675675,13.87353515625,0.07985514107579347,0.5306366209999851,0.7112915530000237
autoencoder,mantel/test/mantel_0300.obj,252,28825,65.01587301587301,0.4921875,4.394054878048781,14.07470703125,0.07876263268332517,0.2166221969999924,0.5386056240000698
autoencoder,mantel/test/mantel_0301.obj,252,28710,65.01587301587301,0.4921875,4.376524390243903,14.0185546875,0.06257155593244715,0.14986777700005405,0.7272721660000343
autoencoder,mantel/test/mantel_0302.obj,252,28723,65.01587301587301,0.4921875,4.3865302382406846,14.02490234375,0.07188318863216628,0.1609639140000354,0.7454183539999804
autoencoder,mantel/test/mantel_0303.obj,252,28705,65.01587301587301,0.4921875,4.367772367620207,14.01611328125,0.1515342637131783,0.20851365099997565,0.7304647039999281
autoencoder,mantel/test/mantel_0304.obj,252,28757,65.01587301587301,0.4921875,4.383689024390244,14.04150390625,0.08996415495822613,0.3021780609999496,0.5720222070000318
autoencoder,mantel/test/mantel_0305.obj,252,28731,65.01587301587301,0.4921875,4.371728545343883,14.02880859375,0.11837003041697278,0.1658908379999957,0.7579529610000009
autoencoder,mantel/test/mantel_0306.obj,250,28595,65.536,0.48828125,4.366982284667074,13.96240234375,0.11000646714152905,0.2536694570000009,1.1418413070000497
autoencoder,mantel/test/mantel_0307.obj,252,28748,65.01587301587301,0.4921875,4.398408812729498,14.037109375,0.07683665738848805,0.20763748199999554,1.3048647929999788
autoencoder,mantel/test/mantel_0308.obj,252,28736,65.01587301587301,0.4921875,4.380487804878049,14.03125,0.07471996225515462,0.3681384330000128,0.8079769129999477
autoencoder,mantel/test/mantel_0309.obj,252,28755,65.01587301587301,0.4921875,4.399479804161567,14.04052734375,0.0680719173015464,0.22029426899996452,0.5252442419999852
autoencoder,mantel/test/mantel_0310.obj,252,28754,65.01587301587301,0.4921875,4.391264508246793,14.0400390625,0.09528625626447793,0.2209548440000617,0.8093165500000623
autoencoder,mantel/test/mantel_0311.obj,250,28594,65.536,0.48828125,4.38289393010423,13.9619140625,0.08237258576475553,0.16330455399997845,0.6833650809999199
autoencoder,mantel/test/mantel_0312.obj,250,28592,65.536,0.48828125,4.3906633906633905,13.9609375,0.08559804030218354,0.2117007059999878,0.7842694749999737
autoencoder,mantel/test/mantel_0313.obj,250,28565,65.536,0.48828125,4.37844880441447,13.94775390625,0.0807858019540993,0.36946797300004164,1.059871975999954
autoencoder,mantel/test/mantel_0314.obj,250,28537,65.536,0.48828125,4.366126070991432,13.93408203125,0.08764831555885169,0.37132971900007306,0.7278488999999126
autoencoder,mantel/test/mantel_0315.obj,250,28576,65.536,0.48828125,4.388206388206388,13.953125,0.09783843742887868,0.2096152940000593,0.7349580269999478
autoencoder,mantel/test/mantel_0316.obj,252,28764,65.01587301587301,0.4921875,4.384756097560976,14.044921875,0.07045135039537473,0.23666948799996135,0.7553494410000212
autoencoder,mantel/test/mantel_0317.obj,252,28788,65.01587301587301,0.4921875,4.40452876376989,14.056640625,0.06441700741435716,0.393127015999994,0.6190370020000273
autoencoder,mantel/test/mantel_0318.obj,252,28678,65.01587301587301,0.4921875,4.363664029214851,14.0029296875,0.08580712505250074,0.18854021399999965,0.8103605709999329
autoencoder,mantel/test/mantel_0319.obj,252,28693,65.01587301587301,0.4921875,4.373932926829268,14.01025390625,0.10487018940775662,0.2300006379999786,0.7351291790000687
autoencoder,mantel/test/mantel_0320.obj,250,28619,65.536,0.48828125,4.370647525962126,13.97412109375,0.11441132775541728,0.2604642700000568,0.7248730019999812
autoencoder,mantel/test/mantel_0321.obj,252,28688,65.01587301587301,0.4921875,4.365185636031649,14.0078125,0.0961562855816219,0.2591801679999435,0.9394993630000954
autoencoder,mantel/test/mantel_0322.obj,252,28738,65.01587301587301,0.4921875,4.372793670115642,14.0322265625,0.10909802809043247,0.23216763200002788,0.841105854000034
autoencoder,mantel/test/mantel_0323.obj,252,28728,65.01587301587301,0.4921875,4.371272063298844,14.02734375,0.0729060193595112,0.21992845199997646,0.5380657179999844
autoencoder,mantel/test/mantel_0324.obj,252,28711,65.01587301587301,0.4921875,4.376676829268293,14.01904296875,0.10551108461939003,0.15226624499996433,0.5936944960000119
autoencoder,mantel/test/mantel_0325.obj,252,28714,65.01587301587301,0.4921875,4.38515577275504,14.0205078125,0.11138811901411544,0.2251335519999884,0.727545106999969
autoencoder,mantel/test/mantel_0326.obj,250,28532,65.536,0.48828125,4.357361026267562,13.931640625,0.09587740286900098,0.523385726000015,0.7123428230000854
autoencoder,mantel/test/mantel_0327.obj,252,28777,65.01587301587301,0.4921875,4.402845777233782,14.05126953125,0.08470859231453257,0.20411316699994586,0.7830520310000111
autoencoder,mantel/test/mantel_0328.obj,248,28420,66.06451612903226,0.484375,4.364250614250614,13.876953125,0.06427888521544907,0.26257227300004615,0.7160483320000139
autoencoder,mantel/test/mantel_0329.obj,252,28747,65.01587301587301,0.4921875,4.37416311625076,14.03662109375,0.0814953894198577,0.17387956200002463,0.4706346589999839
autoencoder,mantel/test/mantel_0330.obj,252,28766,65.01587301587301,0.4921875,4.393097128894319,14.0458984375,0.09728847192792314,0.1918070589999843,0.45969116300000223
autoencoder,mantel/test/mantel_0331.obj,252,28766,65.01587301587301,0.4921875,4.385060975609756,14.0458984375,0.0977135104009241,0.21548238100001527,0.566931825000097
autoencoder,mantel/test/mantel_0332.obj,252,28726,65.01587301587301,0.4921875,4.370967741935484,14.0263671875,0.08565190142516638,0.3674814849999848,0.6603026149999778
autoencoder,mantel/test/mantel_0333.obj,252,28707,65.01587301587301,0.4921875,4.384086744043983,14.01708984375,0.08924192549771195,0.31971348900003704,0.549091489000034
autoencoder,mantel/test/mantel_0334.obj,252,28675,65.01587301587301,0.4921875,4.3872399020807835,14.00146484375,0.06928919869861694,0.10300535999999738,0.32451109999999517
autoencoder,mantel/test/mantel_0335.obj,252,28785,65.01587301587301,0.4921875,4.379945222154595,14.05517578125,0.09343194209878325,0.1275272429999177,0.344431823999912
autoencoder,mantel/test/mantel_0336.obj,252,28729,65.01587301587301,0.4921875,4.387446548564447,14.02783203125,0.07492470621327982,0.2964293859999998,0.8296938259999251
autoencoder,mantel/test/mantel_0337.obj,252,28742,65.01587301587301,0.4921875,4.373402312842361,14.0341796875,0.081853560226693,0.19890296700009458,0.6447038160000602
autoencoder,mantel/test/mantel_0338.obj,252,28723,65.01587301587301,0.4921875,4.378506097560976,14.02490234375,0.07294191371190496,0.314783926999894,0.5698833200000308
autoencoder,mantel/test/mantel_0339.obj,252,28672,65.01587301587301,0.4921875,4.362751065124772,14.0,0.06789427290427037,0.2538489070000196,0.49570097200000873
autoencoder,mantel/test/mantel_0340.obj,252,28763,65.01587301587301,0.4921875,4.392638973732438,14.04443359375,0.09275332563531385,0.28544572500004506,0.6757458249999218
autoencoder,mantel/test/mantel_0341.obj,252,28693,65.01587301587301,0.4921875,4.365946439440049,14.01025390625,0.08534191744711071,0.17032532499990793,0.42682318399999986
autoencoder,mantel/test/mantel_0342.obj,252,28769,65.01587301587301,0.4921875,4.3935552840562,14.04736328125,0.10127288852637883,0.13979421499993805,0.41349131300000863
autoencoder,mantel/test/mantel_0343.obj,252,28765,65.01587301587301,0.4921875,4.392944410507025,14.04541015625,0.09892462306947397,0.32073412099998677,0.7318955450000431
autoencoder,mantel/test/mantel_0344.obj,252,28686,65.01587301587301,0.4921875,4.372865853658537,14.0068359375,0.11666030818149026,0.336506288999999,0.37077477800005454
autoencoder,mantel/test/mantel_0345.obj,252,28639,65.01587301587301,0.4921875,4.3577297626293365,13.98388671875,0.09698682717765698,0.08861555999999382,0.5775018550000368
autoencoder,mantel/test/mantel_0346.obj,252,28697,65.01587301587301,0.4921875,4.3665550821667685,14.01220703125,0.06438892985404063,0.18436685400001807,0.34867762400006086
autoencoder,mantel/test/mantel_0347.obj,252,28689,65.01587301587301,0.4921875,4.365337796713329,14.00830078125,0.07833945169696183,0.19913837900003273,0.2529272369999944
autoencoder,mantel/test/mantel_0348.obj,252,28784,65.01587301587301,0.4921875,4.38780487804878,14.0546875,0.08988107180900762,0.09117412099999456,0.564302366999982
autoencoder,mantel/test/mantel_0349.obj,252,28713,65.01587301587301,0.4921875,4.368989653073646,14.02001953125,0.10788183437591334,0.09902847700004713,0.4617468720000488
autoencoder,mantel/test/mantel_0350.obj,252,28663,65.01587301587301,0.4921875,4.3773671350030545,13.99560546875,0.11333236659345947,0.17317226599993774,0.3945712170000206
autoencoder,mantel/test/mantel_0351.obj,252,28769,65.01587301587301,0.4921875,4.401621787025704,14.04736328125,0.09228203238025867,0.18809019299999363,0.2540787039999941
autoencoder,mantel/test/mantel_0352.obj,252,28760,65.01587301587301,0.4921875,4.400244798041616,14.04296875,0.08373335963565742,0.16159106500003872,0.6113543319999053
